target,include,include_display,resolved,occurrences,including_files,including_file_count,recursive_include_count,transitive_loc,total_cost,internal_includer_count
tools_nanopy.cpython-313-x86_64-linux-gnu,string.h,string.h,False,6,/home/peurban/.local/share/mamba/envs/dev/include/boost/config/stdlib/stlport.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/range/detail/implementation_help.hpp|/home/peurban/.local/share/mamba/envs/dev/include/python3.13/Python.h|subprojects/nanobind-2.9.2/src/buffer.h|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/base.h|subprojects/tools/subprojects/sse2neon-1.8.0/sse2neon.h,6,,,,2
tools_nanopy.cpython-313-x86_64-linux-gnu,string_view,string_view,False,10,/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/json.hpp|subprojects/nanobind-2.9.2/include/nanobind/stl/string_view.h|subprojects/nanobind-2.9.2/src/nb_internals.h|subprojects/tools/src/themachinethatgoesping/tools/classhelper/objectprinter.hpp|subprojects/tools/src/themachinethatgoesping/tools/classhelper/option.hpp|subprojects/tools/src/themachinethatgoesping/tools/helper/isviewstream.hpp|subprojects/tools/src/themachinethatgoesping/tools/helper/printing.hpp|subprojects/tools/src/themachinethatgoesping/tools/helper/stringconversion.hpp|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/format.h|subprojects/tools/subprojects/magic_enum-0.9.7/include/magic_enum/magic_enum.hpp,10,,,,7
tools_nanopy.cpython-313-x86_64-linux-gnu,sys/auxv.h,sys/auxv.h,False,1,subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/config/xsimd_cpuid.hpp,1,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,sys/byteorder.h,sys/byteorder.h,False,1,subprojects/tools/subprojects/fast_float-8.1.0/include/fast_float/float_common.h,1,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,sys/endian.h,sys/endian.h,False,2,/home/peurban/.local/share/mamba/envs/dev/include/boost/config/platform/symbian.hpp|subprojects/tools/subprojects/fast_float-8.1.0/include/fast_float/float_common.h,2,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,sys/time.h,sys/time.h,False,2,/home/peurban/.local/share/mamba/envs/dev/include/boost/config/platform/vxworks.hpp|subprojects/tools/subprojects/sse2neon-1.8.0/sse2neon.h,2,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,system_error,system_error,False,3,subprojects/tools/subprojects/fast_float-8.1.0/include/fast_float/float_common.h|subprojects/tools/subprojects/fast_float-8.1.0/include/fast_float/parse_number.h|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/format.h,3,,,,3
tools_nanopy.cpython-313-x86_64-linux-gnu,thread,thread,False,6,/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_machine.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/enumerable_thread_specific.h|/usr/include/eigen3/Eigen/Core|subprojects/nanobind-2.9.2/src/nb_internals.cpp|subprojects/tools/src/themachinethatgoesping/tools/progressbars/progresstqdm_nano.hpp|subprojects/tools/subprojects/indicators-master/include/indicators/progress_spinner.hpp,6,,,,2
tools_nanopy.cpython-313-x86_64-linux-gnu,tmmintrin.h,tmmintrin.h,False,2,/usr/include/eigen3/Eigen/src/Core/util/ConfigureVectorization.h|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/types/xsimd_ssse3_register.hpp,2,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,tuple,tuple,False,35,/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/byte_container_with_subtype.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/from_json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/to_json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/iterators/iteration_proxy.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/type_traits.hpp|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_hash_map.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_map.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/flow_graph.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/parallel_invoke.h|subprojects/robin-map-1.4.0/include/tsl/robin_hash.h|subprojects/tools/src/nanomodule/classhelper/c_objectprinter.cpp|subprojects/tools/src/nanomodule/classhelper/module.cpp|subprojects/tools/src/nanomodule/pyhelper/module.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/c_akimainterpolator.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/c_bivectorinterpolator.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/c_linearinterpolator.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/c_nearestinterpolator.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/c_slerpinterpolator.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/module.cpp|subprojects/tools/src/themachinethatgoesping/tools/rotationfunctions/helper.hpp|subprojects/tools/src/themachinethatgoesping/tools_nanobind/pytensor_nanobind.hpp|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/ranges.h|subprojects/tools/subprojects/frozen-1.1.1/include/frozen/bits/algorithms.h|subprojects/tools/subprojects/indicators-master/include/indicators/progress_spinner.hpp|subprojects/tools/subprojects/indicators-master/include/indicators/setting.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_neon.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_neon64.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/types/xsimd_utils.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xfunction.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/generators/xgenerator.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/reducers/xreducer.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/utils/xutils.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xindex_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xstrided_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xview.hpp,35,,,,25
tools_nanopy.cpython-313-x86_64-linux-gnu,type_traits,type_traits,False,120,/home/peurban/.local/share/mamba/envs/dev/include/boost/bind/mem_fn.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/function/function_base.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/function/function_template.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/detail/facade_iterator_category.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/detail/type_traits/conjunction.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/detail/type_traits/disjunction.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/detail/type_traits/negation.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/detail/type_traits/type_identity.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/enable_if_convertible.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/interoperable.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/is_iterator.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/iterator_adaptor.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/iterator_categories.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/iterator_concepts.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/iterator_facade.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iterator/transform_iterator.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/mp11/detail/mp_value.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/mp11/integral.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/throw_exception.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/from_json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/to_chars.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/to_json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/input_adapters.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/json_sax.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/iterators/iter_impl.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/json_custom_base_class.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/cpp_future.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/detected.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/type_traits.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/output/serializer.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/ordered_map.hpp|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/blocked_nd_range.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_priority_queue.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_allocator_traits.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_concurrent_skip_list.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_concurrent_unordered_base.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_containers_helpers.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_pipeline_filters_deduction.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_segment_table.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_template_helpers.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_utils.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/flow_graph.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/parallel_for_each.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/parallel_pipeline.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/partitioner.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/task_group.h|/usr/include/eigen3/Eigen/Core|/usr/include/eigen3/Eigen/src/Core/arch/SYCL/PacketMath.h|subprojects/nanobind-2.9.2/include/nanobind/nanobind.h|subprojects/robin-map-1.4.0/include/tsl/robin_hash.h|subprojects/robin-map-1.4.0/include/tsl/robin_map.h|subprojects/tools/src/nanomodule/m_progressbars.cpp|subprojects/tools/src/nanomodule/vectorinterpolators/c_nearestinterpolator.cpp|subprojects/tools/src/themachinethatgoesping/tools/classhelper/option.hpp|subprojects/tools/src/themachinethatgoesping/tools_nanobind/pytensor_nanobind.hpp|subprojects/tools/subprojects/fast_float-8.1.0/include/fast_float/ascii_number.h|subprojects/tools/subprojects/fast_float-8.1.0/include/fast_float/float_common.h|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/base.h|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/ranges.h|subprojects/tools/subprojects/indicators-master/include/indicators/setting.hpp|subprojects/tools/subprojects/magic_enum-0.9.7/include/magic_enum/magic_enum.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/generic/xsimd_generic_arithmetic.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/generic/xsimd_generic_math.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx2.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512bw.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512er.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512f.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512ifma.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512pf.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512vbmi.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512vnni_avx512bw.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avx512vnni_avx512vbmi.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_avxvnni.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_emulated.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_generic_fwd.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_neon.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_rvv.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_scalar.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_sse2.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_sse3.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_sse4_1.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_ssse3.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_sve.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_wasm.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/config/xsimd_arch.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/types/xsimd_register.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/types/xsimd_traits.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/types/xsimd_utils.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/containers/xadapt.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/containers/xstorage.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xassign.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xexpression.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xfunction.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xlayout.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xmath.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xoperation.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/generators/xgenerator.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/reducers/xaccumulator.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/reducers/xreducer.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/utils/xexception.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/utils/xutils.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xbroadcast.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xindex_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xslice.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xstrided_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xstrided_view_base.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xview.hpp|subprojects/tools/subprojects/xxhash_cpp-git-master/include/xxhash.hpp|subprojects/xtl-0.8.1/include/xtl/xclosure.hpp|subprojects/xtl-0.8.1/include/xtl/xcompare.hpp|subprojects/xtl-0.8.1/include/xtl/xcomplex.hpp|subprojects/xtl-0.8.1/include/xtl/xdynamic_bitset.hpp|subprojects/xtl-0.8.1/include/xtl/xmasked_value_meta.hpp|subprojects/xtl-0.8.1/include/xtl/xmeta_utils.hpp|subprojects/xtl-0.8.1/include/xtl/xoptional.hpp|subprojects/xtl-0.8.1/include/xtl/xoptional_meta.hpp|subprojects/xtl-0.8.1/include/xtl/xsequence.hpp|subprojects/xtl-0.8.1/include/xtl/xspan_impl.hpp|subprojects/xtl-0.8.1/include/xtl/xtype_traits.hpp,120,,,,58
tools_nanopy.cpython-313-x86_64-linux-gnu,unistd.h,unistd.h,False,8,/home/peurban/.local/share/mamba/envs/dev/include/boost/config/detail/posix_features.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/platform/cygwin.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/stdlib/libstdcpp3.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/stdlib/sgi.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/stdlib/stlport.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/stdlib/vacpp.hpp|/home/peurban/.local/share/mamba/envs/dev/include/python3.13/Python.h|subprojects/tools/subprojects/indicators-master/include/indicators/termcolor.hpp,8,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,unordered_map,unordered_map,False,3,/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/from_json.hpp|/usr/include/eigen3/Eigen/src/Core/arch/SYCL/SyclMemoryModel.h|subprojects/tools/src/themachinethatgoesping/tools/rotationfunctions/helper.hpp,3,,,,1
tools_nanopy.cpython-313-x86_64-linux-gnu,utility,utility,False,97,/home/peurban/.local/share/mamba/envs/dev/include/boost/concept_check.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/detail/select_stdlib_config.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/config/no_tr1/utility.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/core/empty_value.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iostreams/detail/streambuf/direct_streambuf.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iostreams/device/array.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iostreams/input_sequence.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/iostreams/output_sequence.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/range/const_iterator.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/range/detail/sfinae.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/range/mutable_iterator.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/range/size_type.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/throw_exception.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/type_traits/detail/has_binary_operator.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/type_traits/has_minus.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/type_traits/has_minus_assign.hpp|/home/peurban/.local/share/mamba/envs/dev/include/boost/type_traits/has_plus_assign.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/adl_serializer.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/byte_container_with_subtype.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/from_json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/conversions/to_json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/binary_reader.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/input_adapters.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/json_sax.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/lexer.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/input/parser.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/iterators/iteration_proxy.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/iterators/json_reverse_iterator.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/json_pointer.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/json_ref.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/macro_scope.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/cpp_future.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/is_sax.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/meta/type_traits.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/output/binary_writer.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/output/serializer.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/detail/string_concat.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/json.hpp|/home/peurban/.local/share/mamba/envs/dev/include/nlohmann/ordered_map.hpp|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/cache_aligned_allocator.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_hash_map.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_lru_cache.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_map.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_priority_queue.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_set.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/concurrent_vector.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_concurrent_skip_list.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_concurrent_unordered_base.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_pipeline_filters_deduction.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_task.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/detail/_template_helpers.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/memory_pool.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/parallel_invoke.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/scalable_allocator.h|/home/peurban/.local/share/mamba/envs/dev/include/oneapi/tbb/tbb_allocator.h|/usr/include/eigen3/Eigen/Core|subprojects/nanobind-2.9.2/include/nanobind/nanobind.h|subprojects/robin-map-1.4.0/include/tsl/robin_hash.h|subprojects/robin-map-1.4.0/include/tsl/robin_map.h|subprojects/tools/src/themachinethatgoesping/tools/timeconv.hpp|subprojects/tools/src/themachinethatgoesping/tools/vectorinterpolators/akimainterpolator.hpp|subprojects/tools/src/themachinethatgoesping/tools/vectorinterpolators/bivectorinterpolator.hpp|subprojects/tools/src/themachinethatgoesping/tools/vectorinterpolators/i_pairinterpolator.hpp|subprojects/tools/src/themachinethatgoesping/tools_nanobind/pytensor_nanobind.hpp|subprojects/tools/subprojects/fmt-12.0.0/include/fmt/ranges.h|subprojects/tools/subprojects/frozen-1.1.1/include/frozen/bits/basic_types.h|subprojects/tools/subprojects/frozen-1.1.1/include/frozen/map.h|subprojects/tools/subprojects/indicators-master/include/indicators/setting.hpp|subprojects/tools/subprojects/magic_enum-0.9.7/include/magic_enum/magic_enum.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/arch/xsimd_rvv.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/config/xsimd_arch.hpp|subprojects/tools/subprojects/xsimd-13.2.0/include/xsimd/memory/xsimd_aligned_allocator.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/containers/xarray.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/containers/xfixed.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/containers/xscalar.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/containers/xtensor.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xassign.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xfunction.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/core/xsemantic.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/generators/xbuilder.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/generators/xgenerator.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/misc/xmanipulation.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/misc/xsort.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/reducers/xreducer.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/utils/xutils.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xbroadcast.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xindex_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xrepeat.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xslice.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xstrided_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xview.hpp|subprojects/xtl-0.8.1/include/xtl/xclosure.hpp|subprojects/xtl-0.8.1/include/xtl/xcomplex.hpp|subprojects/xtl-0.8.1/include/xtl/xfunctional.hpp|subprojects/xtl-0.8.1/include/xtl/xoptional.hpp|subprojects/xtl-0.8.1/include/xtl/xoptional_sequence.hpp|subprojects/xtl-0.8.1/include/xtl/xsequence.hpp,97,,,,32
tools_nanopy.cpython-313-x86_64-linux-gnu,variant,variant,False,3,subprojects/tools/src/themachinethatgoesping/tools/progressbars/progressbarchooser.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xstrided_view.hpp|subprojects/tools/subprojects/xtensor-0.27.1/include/xtensor/views/xstrided_view_base.hpp,3,,,,3
